web,filename
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=14614,assoc652.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=10635,assoc653.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4588,assoc654.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=1584,assoc655.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=10844,assoc656.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=11151,assoc657.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4626,assoc658.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=13475,assoc659.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=16196,assoc660.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=10839,assoc661.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=13454,assoc662.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=10446,assoc663.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=10703,assoc664.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=8046,assoc665.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=9841,assoc666.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=10636,assoc667.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4768,assoc668.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=14821,assoc669.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=13728,assoc670.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=11059,assoc671.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4776,assoc672.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=15911,assoc673.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=11710,assoc674.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=11128,assoc675.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=14322,assoc676.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4823,assoc677.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4834,assoc678.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=14057,assoc679.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=13745,assoc680.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=9999,assoc681.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4769,assoc682.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=14378,assoc683.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4857,assoc684.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=8662,assoc685.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=15214,assoc686.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=136,assoc687.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4888,assoc688.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4889,assoc689.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4891,assoc690.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4897,assoc691.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=10447,assoc692.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4898,assoc693.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=11672,assoc694.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=11122,assoc695.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=14655,assoc696.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=14822,assoc697.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=11060,assoc698.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=14706,assoc699.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4941,assoc700.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=13684,assoc701.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=10606,assoc702.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4953,assoc703.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=4958,assoc704.csv
www.contactcanada.com/database/freesearch.php?portal=0a10&action=view_profile&id=10563,assoc705.csv
